Kategoria;Grupa;Podgrupa (wymiary);Wymiar 1;Wymiar 2;Wymiar 3;Jednostka miary;"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"gminy łącznie z miastami na prawach powiatu";"udziały w podatkach stanowiących dochody budżetu państwa podatek dochodowy od osób prawnych";"";"zł";3086998,88;3551803,53;3263960,84;3902379,87;3918229,50;3624026,87;4169958,37;4404346,18;5462266,33;5281121,44;4706249,67;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"gminy łącznie z miastami na prawach powiatu";"wpływy z opłaty skarbowej";"";"zł";1477694,84;1328789,96;1181365,86;1114446,82;1189153,67;832629,77;832085,45;819146,63;823865,88;879549,37;736277,89;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"gminy łącznie z miastami na prawach powiatu";"wpływy z usług";"";"zł";20438861,00;24772235,43;26752802,72;25773074,56;24816811,13;25617611,60;24577680,77;25318003,73;26436983,42;28938799,96;26654835,91;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"gminy łącznie z miastami na prawach powiatu";"wpływy z opłaty targowej";"";"zł";;;572133,28;620158,77;632029,85;620153,10;602575,40;526543,20;537674,20;520415,50;413389,10;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"gminy łącznie z miastami na prawach powiatu";"wpływy z innych lokalnych opłat pobieranych przez jednostki samorządu terytorialnego na podstawie odrębnych ustaw";"";"zł";2181057,91;2412624,19;2636125,12;9794751,25;15719615,39;16297164,76;19626020,47;18823822,99;20407610,58;21068960,13;24404045,89;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"gminy łącznie z miastami na prawach powiatu";"dochody z majątku";"";"zł";11609751,46;10925854,99;12197836,53;14757888,65;12783980,29;8246214,50;19238273,28;10800557,20;29087204,13;54130262,38;7529072,88;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"gminy łącznie z miastami na prawach powiatu";"dochody z majątku - dochody z najmu i dzierżawy składników majątkowych JST oraz innych umów o podobnym charakterze";"";"zł";1865886,05;2055982,12;2281822,21;2425825,38;2361710,92;2385049,89;2383762,59;2557465,66;2667580,16;3414896,64;4304385,54;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"gminy łącznie z miastami na prawach powiatu";"pozostałe dochody - środki na dofinansowanie własnych zadań pozyskane z innych źródeł - razem";"";"zł";4281096,47;192321,38;248985,43;466558,38;530609,00;969051,17;329534,94;504175,09;662479,24;569538,82;9511941,48;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"gminy łącznie z miastami na prawach powiatu";"pozostałe dochody - środki na dofinansowanie własnych zadań pozyskane z innych źródeł - inwestycyjne";"";"zł";4030000,00;1000,00;0,00;0,00;505000,00;815521,18;0,00;0,00;0,00;0,00;9335043,00;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"miasta na prawach powiatu";"razem";"";"zł";151088444,09;166708327,90;173741188,02;187919950,15;212335595,10;204851283,63;227058979,95;235119784,24;263164502,70;300589579,17;263476798,34;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"miasta na prawach powiatu";"dochody podatkowe - podatek rolny";"";"zł";63817,31;70854,37;103119,62;110614,20;127262,00;107706,85;98381,68;87655,30;84072,51;90012,27;93352,71;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"miasta na prawach powiatu";"dochody podatkowe - podatek leśny";"";"zł";3871,80;4141,00;5205,00;51415,20;16902,00;18842,80;37343,00;36898,40;38326,50;37466,21;37885,40;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"miasta na prawach powiatu";"dochody podatkowe - podatek od nieruchomości";"";"zł";34435069,13;39817191,89;42291054,46;44400702,11;45185916,55;43901527,06;48278056,83;54810844,38;51525546,28;48828722,72;58892109,60;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"miasta na prawach powiatu";"dochody podatkowe - podatek od środków transportowych";"";"zł";1222785,88;1351506,02;1216873,56;1222241,25;1263716,30;1357408,90;1500696,18;1543693,25;1707521,64;1718617,43;1728173,64;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"miasta na prawach powiatu";"dochody podatkowe - podatek od spadków i darowizn";"";"zł";;;;;;;;;;871335,52;370406,73;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"miasta na prawach powiatu";"dochody podatkowe - podatek od czynności cywilnoprawnych";"";"zł";3149436,91;3143291,05;2764329,89;2925539,75;2762937,82;3202569,57;3888554,91;7985073,38;5929795,38;4825599,89;7136392,02;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"miasta na prawach powiatu";"dochody podatkowe - podatek od działalności gospodarczej osób fizycznych, opłacany w formie karty podatkowej";"";"zł";;;118729,34;122813,94;115271,50;105522,08;98396,13;14329,67;5299,78;4310,65;4567,05;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"miasta na prawach powiatu";"dochody podatkowe - ustalone i pobierane na podstawie odrębnych ustaw";"";"zł";39509331,75;44949897,74;46964536,04;49250340,58;49894802,81;49141120,80;54178517,34;64984896,09;59840465,76;56376064,69;68262887,15;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"miasta na prawach powiatu";"udziały w podatkach stanowiących dochody budżetu państwa razem";"";"zł";57510507,88;64478285,53;69249351,84;72186580,87;76340539,50;80601787,87;86738219,37;95427323,18;105742941,33;113439854,44;106644699,67;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"miasta na prawach powiatu";"udziały w podatkach stanowiących dochody budżetu państwa podatek dochodowy od osób fizycznych";"";"zł";54423509,00;60926482,00;65985391,00;68284201,00;72422310,00;76977761,00;82568261,00;91022977,00;100280675,00;108158733,00;101938450,00;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"miasta na prawach powiatu";"udziały w podatkach stanowiących dochody budżetu państwa podatek dochodowy od osób prawnych";"";"zł";3086998,88;3551803,53;3263960,84;3902379,87;3918229,50;3624026,87;4169958,37;4404346,18;5462266,33;5281121,44;4706249,67;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"miasta na prawach powiatu";"wpływy z opłaty skarbowej";"";"zł";1477694,84;1328789,96;1181365,86;1114446,82;1189153,67;832629,77;832085,45;819146,63;823865,88;879549,37;736277,89;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"miasta na prawach powiatu";"wpływy z usług";"";"zł";20438861,00;24772235,43;26752802,72;25773074,56;24816811,13;25617611,60;24577680,77;25318003,73;26436983,42;28938799,96;26654835,91;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"miasta na prawach powiatu";"wpływy z opłaty targowej";"";"zł";;;572133,28;620158,77;632029,85;620153,10;602575,40;526543,20;537674,20;520415,50;413389,10;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"miasta na prawach powiatu";"wpływy z innych lokalnych opłat pobieranych przez jednostki samorządu terytorialnego na podstawie odrębnych ustaw";"";"zł";2181057,91;2412624,19;2636125,12;9794751,25;15719615,39;16297164,76;19626020,47;18823822,99;20407610,58;21068960,13;24404045,89;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"miasta na prawach powiatu";"dochody z majątku";"";"zł";11609751,46;10925854,99;12197836,53;14757888,65;12783980,29;8246214,50;19238273,28;10800557,20;29087204,13;54130262,38;7529072,88;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"miasta na prawach powiatu";"dochody z majątku - dochody z najmu i dzierżawy składników majątkowych JST oraz innych umów o podobnym charakterze";"";"zł";1865886,05;2055982,12;2281822,21;2425825,38;2361710,92;2385049,89;2383762,59;2557465,66;2667580,16;3414896,64;4304385,54;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"miasta na prawach powiatu";"pozostałe dochody - środki na dofinansowanie własnych zadań pozyskane z innych źródeł - razem";"";"zł";4281096,47;192321,38;248985,43;466558,38;530609,00;969051,17;329534,94;504175,09;662479,24;569538,82;9511941,48;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dochody własne (Wymiary: Jednostki terytorialne; Rodzaje dochodów)";"miasta na prawach powiatu";"pozostałe dochody - środki na dofinansowanie własnych zadań pozyskane z innych źródeł - inwestycyjne";"";"zł";4030000,00;1000,00;0,00;0,00;505000,00;815521,18;0,00;0,00;0,00;0,00;9335043,00;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy łącznie z miastami na prawach powiatu";"dotacje ogółem (celowe + dotacje §§ 200, 620 + dotacje §§ 205, 625)";"ogółem";"zł";79600526,11;89502537,87;86018190,22;135056031,13;145495337,42;139860474,07;152712039,57;138118277,26;150753702,06;182576631,86;199474890,58;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy łącznie z miastami na prawach powiatu";"dotacje ogółem (celowe + dotacje §§ 200, 620 + dotacje §§ 205, 625)";"inwestycyjne";"zł";13862633,28;20753402,33;16477989,06;57948161,34;64427011,15;62579327,83;32090893,25;1935885,59;13095147,21;25422345,15;10793775,23;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy łącznie z miastami na prawach powiatu";"dotacje celowe";"ogółem";"zł";62334784,04;63518130,59;64852189,35;73696007,98;73136941,29;74502327,59;127777555,87;137734624,81;141757533,30;156926681,17;181157754,40;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy łącznie z miastami na prawach powiatu";"dotacje celowe";"inwestycyjne";"zł";4393932,51;5149727,30;1077689,86;2503275,07;1412871,75;1357002,17;7194398,66;1736985,59;5198100,00;529882,12;1024359,66;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy łącznie z miastami na prawach powiatu";"dotacje celowe z budżetu państwa";"ogółem";"zł";60214441,31;61319034,22;60525307,23;67003223,71;69497554,49;69675900,90;116496279,73;132366740,79;131850040,93;151305591,41;174924398,76;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy łącznie z miastami na prawach powiatu";"dotacje celowe z budżetu państwa";"inwestycyjne";"zł";4343932,51;5149727,30;500000,00;2503275,07;1412871,75;1317002,17;111567,15;901885,59;11500,00;0,00;375569,66;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy łącznie z miastami na prawach powiatu";"dotacje celowe z budżetu państwa na zadania z zakresu administracji rządowej";"ogółem";"zł";40009485,82;40761495,58;42079926,31;43728103,67;44333293,68;45072413,95;93099343,29;110164854,21;110794033,92;129791952,55;152460625,56;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy łącznie z miastami na prawach powiatu";"dotacje celowe z budżetu państwa na zadania z zakresu administracji rządowej";"inwestycyjne";"zł";100000,00;40854,80;0,00;0,00;135588,75;7500,00;111567,15;114099,59;11500,00;0,00;191222,00;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy łącznie z miastami na prawach powiatu";"dotacje celowe z budżetu państwa na zadania własne";"ogółem";"zł";20109729,74;20548538,64;18417130,92;20762025,51;25113377,70;24559217,60;23387936,44;22160552,44;20891007,01;20994119,04;22070124,64;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy łącznie z miastami na prawach powiatu";"dotacje celowe z budżetu państwa na zadania własne";"inwestycyjne";"zł";4243932,51;5108872,50;500000,00;0,00;1273383,00;1309502,17;0,00;787786,00;0,00;0,00;184347,66;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy łącznie z miastami na prawach powiatu";"dotacje celowe z budżetu państwa na zadania realizowane na podstawie porozumień z organami administracji rządowej";"ogółem";"zł";95225,75;9000,00;28250,00;2513094,53;50883,11;44269,35;9000,00;41334,14;165000,00;519519,82;393648,56;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy łącznie z miastami na prawach powiatu";"dotacje celowe z budżetu państwa na zadania realizowane na podstawie porozumień z organami administracji rządowej";"inwestycyjne";"zł";0,00;0,00;0,00;2503275,07;3900,00;0,00;0,00;0,00;0,00;0,00;0,00;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy łącznie z miastami na prawach powiatu";"dotacje otrzymane z funduszy celowych";"ogółem";"zł";273849,08;292867,79;56990,37;78591,82;0,00;0,00;950700,00;185100,00;676600,00;500000,00;616800,00;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy łącznie z miastami na prawach powiatu";"dotacje otrzymane z funduszy celowych";"inwestycyjne";"zł";50000,00;0,00;0,00;0,00;0,00;0,00;950700,00;185100,00;676600,00;500000,00;616800,00;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy łącznie z miastami na prawach powiatu";"dotacje celowe na zadania realizowane na podst. porozumień między jednostkami samorządu terytorialnego";"ogółem";"zł";1846493,65;1906228,58;3692201,89;6614192,45;3639386,80;4786426,69;4198444,63;4532784,02;4720892,37;5091207,64;5567565,64;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy łącznie z miastami na prawach powiatu";"dotacje celowe z tytułu pomocy finansowej udzielanej między jst na dofinansowanie własnych zadań";"ogółem";"zł";305309,94;0,00;577689,86;0,00;0,00;40000,00;6132131,51;650000,00;4510000,00;29882,12;48990,00;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy łącznie z miastami na prawach powiatu";"dotacje §§ 200, 620";"ogółem";"zł";17265742,07;25984407,28;21166000,87;61360023,15;72358396,13;65358146,48;24896494,59;0,00;0,00;0,00;0,00;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy łącznie z miastami na prawach powiatu";"dotacje §§ 200, 620";"inwestycyjne";"zł";9468700,77;15603675,03;15400299,20;55444886,27;63014139,40;61222325,66;24896494,59;0,00;0,00;0,00;0,00;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy łącznie z miastami na prawach powiatu";"dotacje §§ 205, 625";"ogółem";"zł";;;;;;0,00;37989,11;383652,45;8996168,76;25649950,69;18317136,18;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"gminy łącznie z miastami na prawach powiatu";"dotacje §§ 205, 625";"inwestycyjne";"zł";;;;;;0,00;0,00;198900,00;7897047,21;24892463,03;9769415,57;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"miasta na prawach powiatu";"dotacje ogółem (celowe + dotacje §§ 200, 620 + dotacje §§ 205, 625)";"ogółem";"zł";79600526,11;89502537,87;86018190,22;135056031,13;145495337,42;139860474,07;152712039,57;138118277,26;150753702,06;182576631,86;199474890,58;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"miasta na prawach powiatu";"dotacje ogółem (celowe + dotacje §§ 200, 620 + dotacje §§ 205, 625)";"inwestycyjne";"zł";13862633,28;20753402,33;16477989,06;57948161,34;64427011,15;62579327,83;32090893,25;1935885,59;13095147,21;25422345,15;10793775,23;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"miasta na prawach powiatu";"dotacje celowe";"ogółem";"zł";62334784,04;63518130,59;64852189,35;73696007,98;73136941,29;74502327,59;127777555,87;137734624,81;141757533,30;156926681,17;181157754,40;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"miasta na prawach powiatu";"dotacje celowe";"inwestycyjne";"zł";4393932,51;5149727,30;1077689,86;2503275,07;1412871,75;1357002,17;7194398,66;1736985,59;5198100,00;529882,12;1024359,66;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"miasta na prawach powiatu";"dotacje celowe z budżetu państwa";"ogółem";"zł";60214441,31;61319034,22;60525307,23;67003223,71;69497554,49;69675900,90;116496279,73;132366740,79;131850040,93;151305591,41;174924398,76;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"miasta na prawach powiatu";"dotacje celowe z budżetu państwa";"inwestycyjne";"zł";4343932,51;5149727,30;500000,00;2503275,07;1412871,75;1317002,17;111567,15;901885,59;11500,00;0,00;375569,66;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"miasta na prawach powiatu";"dotacje celowe z budżetu państwa na zadania z zakresu administracji rządowej";"ogółem";"zł";40009485,82;40761495,58;42079926,31;43728103,67;44333293,68;45072413,95;93099343,29;110164854,21;110794033,92;129791952,55;152460625,56;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"miasta na prawach powiatu";"dotacje celowe z budżetu państwa na zadania z zakresu administracji rządowej";"inwestycyjne";"zł";100000,00;40854,80;0,00;0,00;135588,75;7500,00;111567,15;114099,59;11500,00;0,00;191222,00;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"miasta na prawach powiatu";"dotacje celowe z budżetu państwa na zadania własne";"ogółem";"zł";20109729,74;20548538,64;18417130,92;20762025,51;25113377,70;24559217,60;23387936,44;22160552,44;20891007,01;20994119,04;22070124,64;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"miasta na prawach powiatu";"dotacje celowe z budżetu państwa na zadania własne";"inwestycyjne";"zł";4243932,51;5108872,50;500000,00;0,00;1273383,00;1309502,17;0,00;787786,00;0,00;0,00;184347,66;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"miasta na prawach powiatu";"dotacje celowe z budżetu państwa na zadania realizowane na podstawie porozumień z organami administracji rządowej";"ogółem";"zł";95225,75;9000,00;28250,00;2513094,53;50883,11;44269,35;9000,00;41334,14;165000,00;519519,82;393648,56;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"miasta na prawach powiatu";"dotacje celowe z budżetu państwa na zadania realizowane na podstawie porozumień z organami administracji rządowej";"inwestycyjne";"zł";0,00;0,00;0,00;2503275,07;3900,00;0,00;0,00;0,00;0,00;0,00;0,00;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"miasta na prawach powiatu";"dotacje otrzymane z funduszy celowych";"ogółem";"zł";273849,08;292867,79;56990,37;78591,82;0,00;0,00;950700,00;185100,00;676600,00;500000,00;616800,00;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"miasta na prawach powiatu";"dotacje otrzymane z funduszy celowych";"inwestycyjne";"zł";50000,00;0,00;0,00;0,00;0,00;0,00;950700,00;185100,00;676600,00;500000,00;616800,00;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"miasta na prawach powiatu";"dotacje celowe na zadania realizowane na podst. porozumień między jednostkami samorządu terytorialnego";"ogółem";"zł";1846493,65;1906228,58;3692201,89;6614192,45;3639386,80;4786426,69;4198444,63;4532784,02;4720892,37;5091207,64;5567565,64;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"miasta na prawach powiatu";"dotacje celowe z tytułu pomocy finansowej udzielanej między jst na dofinansowanie własnych zadań";"ogółem";"zł";305309,94;0,00;577689,86;0,00;0,00;40000,00;6132131,51;650000,00;4510000,00;29882,12;48990,00;;
"FINANSE PUBLICZNE";"DOCHODY BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Dotacje (Wymiary: Jednostki terytorialne; Rodzaje dotacji; Przeznaczenie)";"miasta na prawach powiatu";"dotacje §§ 200, 620";"ogółem";"zł";17265742,07;25984407,28;21166000,87;61360023,15;72358396,13;65358146,48;24896494,59;0,00;0,00;0,00;0,00;;
